industry_type,region,country,year,co2_emissions_metrictons,energy_consumption_twh,automobile_co2_emissions_metrictons,industrial_co2_emissions_metrictons,agriculture_co2_emissions_metrictons,domestic_co2_emissions_metrictons,population_millions,gdp_billion_usd,urbanization_percentage,renewable_energy_percentage,industrial_growth_percentage,transport_growth_percentage,co2_emissions_per_capita,energy_consumption_per_capita,renewable_energy_contribution
Mining,Europe,South Africa,2017,102.88,512.04,50.66,9.55,8.64,0.14,1442.3,21125.14,63.85,85.93,-4.77,-2.53,0.07133051376274006,0.35501629342023155,439.99597200000005
Energy,Europe,South Africa,2017,20.96,666.15,52.77,19.32,3.08,11.41,888.05,1579.92,51.59,63.34,0.86,-1.91,0.023602274646697823,0.7501266820561906,421.93941
Manufacturing,Europe,Usa,2017,46.41,558.28,81.11,14.31,0.45,17.85,608.21,24241.74,74.82,48.75,13.73,3.92,0.07630588119235132,0.9179066440867463,272.1615
Manufacturing,Europe,Usa,2017,175.06,315.59,25.16,86.98,23.81,4.25,386.2,15852.96,61.73,26.5,-9.18,0.88,0.4532884515794925,0.8171672708441222,83.63135
Manufacturing,Europe,Usa,2017,269.19,488.35,71.65,1.43,9.5,18.52,1274.14,7322.75,94.02,5.24,3.86,-3.31,0.21127191674384288,0.383278132701273,25.589540000000003
Construction,Europe,Usa,2017,123.66,200.92,50.4,190.62,16.09,15.66,803.61,16384.43,87.88,30.87,-4.85,8.09,0.15388061373054093,0.2500217767324946,62.024004
Mining,Europe,Usa,2017,85.0,513.38,78.78,173.5,31.37,4.16,1073.31,16316.4,34.87,62.73,-0.2,6.59,0.079194268198377,0.47831474597273854,322.043274
Construction,Europe,Usa,2017,97.54,37.92,23.04,70.12,13.81,2.86,912.63,2133.56,61.74,2.19,-7.31,5.9,0.10687792424093007,0.04155024489661747,0.830448
Energy,Europe,Usa,2017,19.87,468.6,25.13,13.4,21.52,2.03,442.33,16545.08,78.01,91.21,9.61,2.77,0.044921212669274076,1.0593900481540932,427.41006
Manufacturing,Europe,Usa,2017,123.25,879.09,16.23,144.68,8.14,0.26,368.4,23816.39,77.46,80.01,4.09,-3.52,0.3345548317046689,2.386237785016287,703.359909
Mining,Europe,Usa,2017,193.27,233.15,77.09,102.42,22.06,14.84,30.47,9682.81,77.81,6.13,11.96,-2.34,6.342960288808665,7.651788644568429,14.292095
Manufacturing,Europe,Usa,2017,5.29,826.89,46.47,130.52,8.03,15.89,497.71,24411.17,28.31,97.22,10.17,9.2,0.010628679351429547,1.6613891623636254,803.902458
Manufacturing,Europe,Usa,2017,272.78,700.77,14.67,39.99,42.89,8.25,646.69,19630.46,94.61,40.67,5.18,4.6,0.42180952233682284,1.0836258485518562,285.00315900000004
Energy,Europe,Usa,2017,77.6,901.96,94.27,65.95,19.34,1.03,1159.69,13105.79,90.71,23.38,0.73,0.55,0.06691443402978381,0.7777595736791729,210.87824799999999
Construction,North America,Australia,2017,70.79,618.29,44.93,198.64,17.33,5.33,1023.19,9570.83,95.18,11.54,6.28,-2.01,0.0691855862547523,0.6042768205318659,71.35066599999999
Construction,North America,Australia,2017,182.42,673.39,60.76,51.6,8.85,6.11,1060.64,24281.66,22.6,6.69,7.87,-3.12,0.17199049630411825,0.6348902549404133,45.049791000000006
Construction,North America,Australia,2017,170.73,143.91,11.59,115.02,28.73,5.75,323.71,24256.22,92.68,39.57,3.72,0.71,0.5274165147817491,0.4445645794074944,56.945187
Construction,North America,Australia,2017,299.52,240.24,18.46,12.82,9.14,13.08,838.89,15870.35,39.4,54.92,-5.32,3.47,0.35704323570432356,0.28637842863784285,131.939808
Energy,North America,Australia,2017,265.44,766.06,12.87,124.55,16.97,12.93,1410.05,24744.08,48.61,68.97,0.27,-1.36,0.18824864366511826,0.5432856990886847,528.351582
Construction,North America,Australia,2017,266.98,154.09,14.7,116.73,28.11,17.89,1096.68,23957.99,24.46,30.21,-1.31,7.67,0.2434438487070066,0.1405058905058905,46.550589
Mining,North America,Australia,2017,154.71,4.04,71.28,133.53,7.8,14.05,1094.4,8740.61,23.76,68.5,-4.5,3.06,0.14136513157894737,0.003691520467836257,2.7674000000000003
Construction,North America,Australia,2017,196.08,961.9,35.52,99.09,30.37,5.71,475.53,16866.26,83.41,76.72,-4.13,0.49,0.4123399154627469,2.0227956175215023,737.9696799999999
Manufacturing,North America,Australia,2017,127.41,570.87,85.24,99.0,7.29,9.79,544.63,18432.91,80.96,80.09,14.46,-3.18,0.23393863723996108,1.0481794980078218,457.209783
Manufacturing,North America,Australia,2017,44.84,187.65,25.34,160.27,4.57,16.87,1069.28,18821.48,92.92,32.77,0.96,4.28,0.04193475983839593,0.17549191979649859,61.49290500000001
Manufacturing,North America,Australia,2017,130.02,974.98,34.22,183.53,0.77,1.54,1477.92,19601.95,72.6,80.55,-5.34,-1.95,0.08797499188048068,0.6596974125798419,785.3463899999999
Manufacturing,North America,Australia,2017,237.53,78.53,45.86,83.57,42.83,11.63,343.67,4508.51,75.1,86.25,1.15,-1.3,0.6911572147699828,0.22850408822416854,67.73212500000001
Mining,North America,Australia,2017,86.95,660.88,87.98,25.75,24.92,1.77,488.72,6201.5,90.53,61.08,-8.2,0.32,0.17791373383532494,1.352267146832542,403.665504
Construction,North America,Australia,2017,237.35,189.22,22.46,60.58,5.3,2.33,969.35,15532.76,73.11,21.93,2.03,8.67,0.24485479960798473,0.1952029710630835,41.495946
Manufacturing,North America,Australia,2017,157.22,864.99,51.52,12.17,46.39,14.08,1110.92,23788.71,87.39,82.37,-8.12,6.58,0.14152234184279694,0.7786249234868396,712.4922630000001
Energy,North America,Brazil,2017,128.42,451.76,27.19,80.15,36.2,3.51,391.26,10907.86,27.6,30.34,12.48,9.4,0.3282216428973061,1.1546286356898225,137.063984
Construction,North America,Brazil,2017,224.15,688.84,23.57,29.57,41.22,4.4,654.0,11834.33,79.54,96.05,10.69,9.98,0.342737003058104,1.0532721712538227,661.63082
Mining,North America,Brazil,2017,38.71,251.68,51.14,17.52,6.45,12.8,958.07,15077.84,23.17,78.32,11.63,-4.57,0.04040414583485549,0.262694792656069,197.115776
Energy,North America,Brazil,2017,143.59,784.76,78.29,42.9,28.42,13.47,665.43,5653.95,42.76,91.4,-8.87,3.67,0.215785281697549,1.1793276527959364,717.27064
Manufacturing,North America,Brazil,2017,143.39,390.3,2.48,63.93,44.48,1.19,778.6,9610.12,24.8,72.46,0.17,8.5,0.184163883894169,0.5012843565373748,282.81138
Manufacturing,North America,Brazil,2017,110.14,97.53,14.87,192.99,43.23,13.55,736.74,23578.64,83.1,49.44,10.46,-0.71,0.14949643021961614,0.13238048701034286,48.218832
Manufacturing,North America,Brazil,2017,137.41,49.63,98.1,94.83,16.89,2.0,914.49,15048.92,91.99,5.55,14.51,4.62,0.15025861409091407,0.05427068639350895,2.754465
Construction,North America,Brazil,2017,159.42,123.02,61.03,179.67,7.01,6.83,696.33,22957.1,84.02,92.72,10.57,-0.4,0.22894317349532545,0.1766691080378556,114.064144
Construction,North America,Brazil,2017,120.78,661.85,35.94,126.98,19.94,6.94,724.17,14617.19,48.59,28.37,-8.0,0.52,0.16678404242097852,0.9139428587210187,187.76684500000002
Construction,North America,Brazil,2017,94.7,442.79,25.71,8.56,0.49,16.42,1087.28,10278.53,76.18,91.36,-0.77,-1.84,0.08709807961150762,0.4072456037083364,404.532944
Construction,North America,Brazil,2017,65.18,350.61,79.01,59.13,31.5,4.52,757.13,12397.68,53.63,63.92,-2.52,9.43,0.0860882543288471,0.4630776749039135,224.109912
Energy,North America,Brazil,2017,164.67,147.34,93.17,125.51,41.1,17.4,600.52,671.24,99.72,14.83,-3.31,4.41,0.27421234929727567,0.2453540265103577,21.850522
Manufacturing,North America,Brazil,2017,263.37,403.98,29.0,72.29,12.39,11.42,1434.75,1718.99,79.42,13.73,-6.43,2.1,0.18356508102456875,0.28156821745948774,55.466454000000006
Manufacturing,North America,Brazil,2017,232.13,251.37,81.99,134.43,39.09,19.19,1398.9,2150.1,62.64,30.52,1.01,-3.17,0.16593752233898063,0.17969118593180355,76.718124
Energy,North America,Canada,2017,210.98,713.84,77.24,6.36,47.6,17.42,178.84,24254.74,81.59,41.45,1.48,-1.59,1.1797137105792888,3.991500782822635,295.88668000000007
Mining,North America,Canada,2017,16.22,574.39,71.8,97.32,23.54,15.85,71.87,2585.52,96.93,98.87,-2.6,-4.68,0.22568526506191733,7.99206901349659,567.899393
Energy,North America,Canada,2017,235.18,636.67,42.64,156.81,9.18,19.28,513.04,1365.0,77.64,47.57,14.79,0.61,0.4584048027444254,1.2409753625448308,302.863919
Manufacturing,North America,Canada,2017,5.26,134.31,83.75,19.32,40.65,3.6,472.57,13101.26,83.06,44.87,14.44,-2.69,0.011130626150623189,0.2842118627928138,60.264897
Construction,North America,Canada,2017,118.76,176.66,38.85,96.83,30.82,5.8,311.64,9051.24,44.57,34.31,-4.81,0.47,0.3810807341804647,0.5668720318316006,60.612046
Manufacturing,North America,Canada,2017,295.33,572.39,39.87,32.58,29.41,19.76,320.57,18861.22,30.64,66.64,-1.43,-3.75,0.9212652462800636,1.7855382599744205,381.440696
Construction,North America,Canada,2017,82.6,568.68,54.93,13.14,37.86,11.24,933.69,21835.88,26.47,92.58,8.97,2.83,0.08846619327614089,0.6090672493011599,526.483944
Mining,North America,Canada,2017,53.94,742.47,73.82,142.38,44.99,16.89,393.26,2628.79,91.82,78.68,1.88,2.36,0.1371611656410517,1.8879875909067794,584.1753960000001
Construction,North America,Canada,2017,161.73,820.11,87.5,170.14,1.23,18.65,1064.01,14497.28,25.01,10.87,12.11,-0.12,0.15200045112357966,0.7707728310824147,89.145957
Construction,North America,Canada,2017,169.68,656.26,19.12,106.76,12.18,5.06,413.04,24315.16,54.63,0.03,13.77,-0.24,0.410807669959326,1.5888533798179352,0.196878
Energy,North America,Canada,2017,70.76,30.3,99.66,135.01,16.54,10.78,1176.7,10153.01,50.66,55.56,-5.92,5.17,0.060134273816605764,0.025749978754142942,16.834680000000002
Mining,North America,Canada,2017,124.89,178.8,68.77,122.74,14.27,19.72,318.9,22939.17,84.05,28.58,-5.56,-1.65,0.39162746942615245,0.5606773283160866,51.101040000000005
Manufacturing,North America,Canada,2017,144.94,979.41,56.21,177.49,9.4,9.29,885.13,9366.21,83.92,4.2,-1.14,3.4,0.163749957633342,1.1065154271124016,41.13522
Energy,North America,Canada,2017,49.89,63.59,19.13,73.16,17.86,3.04,698.66,13103.16,84.58,41.03,8.38,-1.97,0.07140812412332179,0.09101708985772766,26.090977000000002
Construction,North America,Canada,2017,290.16,531.37,21.78,195.27,11.47,0.89,989.14,7422.83,63.01,71.13,-2.33,7.01,0.29334573467860975,0.537204035829104,377.96348099999994
Mining,North America,China,2017,113.41,147.87,13.73,188.94,35.37,16.75,1315.96,19468.41,75.15,95.66,7.35,5.81,0.0861804310161403,0.11236663728380802,141.452442
Manufacturing,North America,China,2017,214.57,20.5,40.92,22.29,9.11,11.02,222.5,15913.62,95.96,91.55,-0.3,-2.75,0.9643595505617977,0.09213483146067415,18.76775
Manufacturing,North America,China,2017,185.97,422.8,58.56,52.64,2.71,10.2,295.76,22130.9,86.62,98.03,4.09,7.38,0.6287868542061131,1.429537462807682,414.47084
Construction,North America,China,2017,237.8,919.46,92.83,44.7,26.85,18.75,581.59,793.88,84.39,32.63,-1.08,0.22,0.40887910727488436,1.5809419006516618,300.01979800000004
Construction,North America,China,2017,187.64,402.06,97.26,11.62,17.63,5.45,542.5,20529.45,32.76,49.56,-5.62,-4.63,0.34588018433179724,0.7411244239631336,199.26093600000002
Mining,North America,China,2017,221.72,532.94,50.53,142.45,23.06,14.44,390.39,16769.9,38.7,56.09,-1.95,-0.54,0.5679448756371833,1.3651476728399807,298.92604600000004
Manufacturing,North America,China,2017,168.26,524.45,76.41,144.86,10.42,14.96,1098.74,12733.09,66.15,54.21,1.55,-4.48,0.15313905018475707,0.4773194750350402,284.304345
Mining,North America,China,2017,54.19,936.38,79.37,104.3,19.7,3.96,1325.68,5089.37,59.05,91.26,13.69,-1.98,0.040877134753485,0.7063393880876229,854.5403880000001
Manufacturing,North America,China,2017,117.5,699.66,18.1,187.36,27.66,6.67,147.32,4638.38,73.81,12.32,6.62,1.27,0.7975834917187076,4.749253326092859,86.198112
Construction,North America,China,2017,241.73,481.16,94.85,86.17,0.3,5.11,1101.12,13934.08,66.62,17.76,12.92,3.03,0.21953102295844232,0.4369732635861669,85.45401600000001
Mining,North America,China,2017,4.81,268.13,60.42,190.9,1.6,12.4,632.17,18138.5,82.13,52.03,9.75,-4.2,0.007608712846228071,0.424142240220194,139.508039
Manufacturing,North America,China,2017,223.4,868.65,26.35,47.26,27.71,13.06,88.41,10297.88,58.12,56.1,-0.57,-1.88,2.526863476982242,9.82524601289447,487.31265
Manufacturing,North America,Germany,2017,250.01,659.77,87.06,156.05,2.94,16.25,1376.99,12782.73,86.79,94.64,-9.77,0.35,0.18156268382486437,0.47913928205724077,624.406328
Manufacturing,North America,Germany,2017,173.61,397.12,78.45,48.71,21.86,2.84,853.87,24365.83,59.96,31.72,-6.2,-2.13,0.20332134868305482,0.4650825067047677,125.966464
Mining,North America,Germany,2017,283.58,312.74,38.52,41.13,18.14,6.2,348.63,6727.38,51.45,29.67,7.5,-0.34,0.8134125003585463,0.8970541835183433,92.78995800000001
Manufacturing,North America,Germany,2017,137.95,591.14,88.19,124.63,8.3,16.74,979.33,7972.75,31.65,9.95,12.71,-2.09,0.1408616094676973,0.6036167583960462,58.81843
Manufacturing,North America,Germany,2017,266.91,861.26,57.75,182.6,12.16,19.6,625.16,7036.85,48.58,64.55,5.46,3.92,0.4269467016443791,1.3776633181905433,555.94333
Construction,North America,Germany,2017,235.74,884.15,27.21,199.16,25.79,2.31,1304.28,11379.29,68.18,39.76,1.25,6.77,0.18074339865673017,0.6778835832796639,351.53803999999997
Manufacturing,North America,Germany,2017,241.23,205.69,98.07,197.04,1.8,2.81,1230.86,11856.26,59.99,39.36,11.12,-1.21,0.195984921112068,0.16711080057845734,80.95958399999999
Mining,North America,Germany,2017,254.57,809.18,20.78,63.55,22.22,1.24,1391.8,24880.65,73.67,10.83,-3.51,8.28,0.18290702687167695,0.581391004454663,87.634194
Mining,North America,Germany,2017,295.86,196.12,4.69,153.47,22.37,19.63,988.84,23581.85,90.86,82.45,4.04,1.31,0.2991990615266373,0.19833340075239675,161.70094
Construction,North America,Germany,2017,170.27,706.57,42.19,68.97,48.19,9.07,1192.8,7742.18,89.87,39.06,-0.79,7.9,0.1427481556002683,0.5923625083836352,275.986242
Manufacturing,North America,Germany,2017,140.68,255.36,3.54,140.22,4.17,17.03,1274.68,11295.77,71.19,3.18,-0.2,3.5,0.11036495434148179,0.20033263250384412,8.120448000000001
Mining,North America,Germany,2017,2.55,115.15,56.52,170.45,36.5,16.13,1161.99,20032.39,52.87,51.62,2.54,9.48,0.0021945111403712594,0.09909723835833355,59.44043
Energy,North America,Germany,2017,75.03,707.99,50.25,196.47,11.91,4.57,837.54,17983.92,80.27,72.3,-2.86,-0.66,0.08958378107314278,0.8453208204981255,511.87676999999996
Construction,North America,Germany,2017,112.19,549.72,55.82,164.27,39.44,3.84,95.27,2015.15,63.69,49.09,3.32,8.35,1.1776005038312165,5.770127007452504,269.857548
Energy,North America,Germany,2017,148.19,867.01,99.47,147.74,29.66,18.48,1367.65,5207.34,82.33,29.26,1.93,5.72,0.10835374547581617,0.6339414323840163,253.68712600000003
Mining,North America,Germany,2017,99.78,317.27,1.17,158.65,24.78,10.4,1185.08,1423.22,91.9,3.52,10.28,-1.57,0.08419684747021298,0.2677203226786377,11.167903999999998
Construction,North America,Germany,2017,162.41,816.87,42.55,91.95,45.67,8.45,6.68,24395.87,78.39,29.32,5.1,1.26,24.312874251497007,122.28592814371258,239.50628400000002
Mining,North America,Germany,2017,122.58,999.88,39.94,183.12,30.25,10.9,539.78,8523.89,75.66,13.02,3.9,8.08,0.2270925191744785,1.8523843047167365,130.184376
Mining,North America,Germany,2017,126.9,239.88,72.47,75.13,10.99,9.12,549.83,9075.46,94.6,25.07,9.54,6.61,0.2307986104796028,0.4362803048214902,60.137916
Construction,North America,Germany,2017,272.96,601.38,71.41,38.3,17.53,13.77,300.73,9486.01,22.98,90.91,5.8,9.64,0.9076580321218367,1.999733980647092,546.714558
Manufacturing,North America,Germany,2017,28.6,147.4,92.16,13.12,18.78,3.79,1303.36,924.35,56.33,60.35,14.42,9.06,0.021943285047876262,0.11309231524674689,88.9559
Mining,North America,India,2017,41.13,636.89,83.79,131.13,28.77,6.11,1123.58,2660.65,69.51,57.98,-5.12,6.59,0.03660620516563129,0.5668399223909291,369.268822
Energy,North America,India,2017,230.72,869.75,93.82,5.67,40.66,12.08,494.78,3080.92,39.01,97.28,-6.29,5.97,0.4663082582157727,1.7578519746149806,846.0928
Construction,North America,India,2017,244.68,840.89,29.89,116.04,27.13,5.45,870.49,22252.34,32.4,71.53,-1.76,5.17,0.281083068157015,0.9659961630805638,601.488617
Mining,North America,India,2017,24.76,448.1,67.77,172.36,43.49,13.2,1478.16,15342.4,56.1,96.48,-4.07,2.49,0.016750554743735456,0.30314715592358066,432.32688
Energy,North America,India,2017,217.41,270.26,81.36,35.66,2.7,5.68,969.25,4764.52,53.43,12.98,-9.43,-3.13,0.22430745421717824,0.2788341501160691,35.079748
Mining,North America,India,2017,105.98,397.66,81.41,22.95,8.0,1.18,103.9,18825.48,60.25,92.94,14.68,0.64,1.0200192492781521,3.8273339749759385,369.58520400000003
Mining,North America,India,2017,196.91,931.97,1.81,167.96,7.8,7.79,1259.83,15544.27,51.64,70.78,-8.52,4.24,0.1562988657199781,0.7397585388504799,659.6483660000001
Manufacturing,North America,India,2017,43.41,495.4,57.82,50.13,20.86,11.11,1082.45,9990.74,26.01,88.91,2.77,2.16,0.04010346898240103,0.4576654810845766,440.46013999999997
Mining,North America,India,2017,189.63,580.05,41.32,56.22,33.74,3.23,676.56,3565.46,60.89,51.6,1.36,6.6,0.2802855622561192,0.8573518978361121,299.3058
Manufacturing,North America,India,2017,199.5,286.95,7.25,80.27,43.11,5.74,816.51,20209.14,23.74,64.64,7.55,-4.73,0.24433258625124005,0.351434765036558,185.48448
Energy,North America,India,2017,20.77,965.8,6.93,110.24,16.74,9.11,783.52,1299.24,82.51,66.97,-0.22,-0.98,0.026508576679599754,1.232642434143353,646.79626
Manufacturing,North America,India,2017,128.39,411.54,37.14,41.41,37.55,15.64,1413.13,6493.72,72.4,45.91,4.32,3.43,0.090855052259877,0.29122586032424475,188.938014
Construction,North America,India,2017,228.01,878.19,33.47,18.98,32.15,8.37,220.06,13457.88,87.0,0.06,-0.92,6.3,1.0361265109515587,3.9906843588112335,0.526914
Mining,North America,India,2017,236.12,641.2,3.92,68.63,20.65,11.97,217.44,6031.53,45.05,41.64,-0.17,4.85,1.0859087564385579,2.9488594554819723,266.99568000000005
Energy,North America,India,2017,265.52,926.15,50.7,7.42,47.31,3.37,1282.1,23055.99,72.11,27.67,-5.05,6.28,0.20709773028624912,0.7223695499571017,256.265705
Manufacturing,North America,India,2017,245.29,841.78,82.62,120.83,48.3,14.76,931.94,18773.17,30.65,8.85,0.14,4.84,0.2632036397192952,0.9032555743932011,74.49753
Mining,North America,India,2017,264.51,566.81,91.15,40.58,19.24,17.24,230.27,16133.39,93.38,27.76,14.08,-2.91,1.148695010205411,2.4615017153776,157.346456
Energy,North America,India,2017,207.9,449.69,63.36,28.2,43.43,3.65,622.92,1470.4,55.1,82.49,-3.52,-2.69,0.3337507224041611,0.7219065048481347,370.949281
Manufacturing,North America,South Africa,2017,104.68,897.0,74.62,168.41,4.19,18.6,1040.48,22612.63,71.4,65.49,-1.39,6.09,0.10060741196370906,0.8621021067199753,587.4453
Energy,North America,South Africa,2017,153.72,834.22,64.42,124.13,33.84,18.52,1162.42,15613.73,82.57,7.36,-4.51,5.89,0.13224135854510416,0.7176579893670102,61.39859200000001
Manufacturing,North America,South Africa,2017,186.92,783.08,53.28,23.94,13.38,3.4,1414.96,22083.98,44.13,12.63,4.78,3.95,0.132102674280545,0.5534290721999209,98.90300400000002
Mining,North America,South Africa,2017,292.09,577.37,77.93,175.1,1.9,0.4,1224.45,22649.86,73.53,29.65,13.61,-1.24,0.23854791947404955,0.4715341581934746,171.190205
Construction,North America,South Africa,2017,201.36,958.45,90.73,130.84,46.23,2.39,700.04,9070.39,39.29,80.36,1.7,-4.46,0.2876407062453574,1.3691360493686076,770.21042
Energy,North America,South Africa,2017,238.52,477.97,18.11,111.52,26.43,15.7,107.89,22443.69,72.65,70.12,5.16,8.74,2.2107702289368802,4.430160348503105,335.15256400000004
Energy,North America,South Africa,2017,160.99,719.25,73.2,140.31,9.19,19.62,151.53,19417.47,73.92,39.75,14.7,2.96,1.0624298818715767,4.7465848346862005,285.901875
Energy,North America,South Africa,2017,134.17,315.13,96.81,70.14,28.2,9.76,984.91,23856.15,31.3,91.36,-1.93,1.85,0.1362256449827903,0.31995816876668937,287.902768
Construction,North America,South Africa,2017,128.14,677.28,18.64,188.58,14.9,11.24,1439.42,21331.94,45.0,55.16,1.06,-3.43,0.08902196718122576,0.47052284948104095,373.58764799999994
Energy,North America,South Africa,2017,95.77,846.38,90.6,26.31,21.93,18.64,348.07,15785.83,42.65,27.82,-1.18,0.17,0.27514580400494154,2.4316373143333236,235.462916
Mining,North America,South Africa,2017,80.27,817.02,42.26,194.57,20.51,0.11,884.92,7983.24,53.21,3.78,-5.66,5.22,0.09070876463409122,0.9232699001039643,30.883356
Energy,North America,South Africa,2017,93.86,870.54,0.5,168.63,33.25,3.44,161.54,19431.73,59.26,54.16,-8.35,5.73,0.5810325615946516,5.3890058189922,471.48446399999995
Mining,North America,Usa,2017,240.31,932.54,77.69,40.51,42.62,8.87,1058.78,4169.58,34.14,5.03,-8.05,-1.83,0.226968775382988,0.8807684315910765,46.906762
Construction,North America,Usa,2017,31.5,936.9,38.19,28.77,37.28,11.66,889.98,10927.33,35.57,50.02,-1.96,0.21,0.03539405379896177,1.0527202858491203,468.63738000000006
Manufacturing,North America,Usa,2017,176.26,600.53,76.81,169.58,46.2,6.25,692.73,8333.31,85.86,17.09,-7.56,-2.12,0.2544425678114128,0.8669034111414259,102.63057699999999
Construction,North America,Usa,2017,177.31,411.25,18.39,8.42,28.89,9.12,129.06,20351.43,42.66,11.99,-6.8,9.54,1.3738571207190453,3.1865024019835735,49.308875
Construction,North America,Usa,2017,14.43,32.16,68.22,85.36,10.14,5.69,305.7,16787.91,54.16,40.72,5.14,8.71,0.04720314033366045,0.10520117762512267,13.095551999999998
Energy,North America,Usa,2017,292.56,9.85,12.91,45.65,25.32,9.49,277.2,16879.65,85.45,53.77,-5.02,1.45,1.0554112554112554,0.035533910533910536,5.296345
Manufacturing,North America,Usa,2017,141.04,450.42,93.7,135.65,45.12,5.2,49.67,7050.93,22.16,89.72,-9.48,5.79,2.8395409704046704,9.068250452989732,404.11682399999995
Energy,North America,Usa,2017,210.83,822.83,44.49,72.11,18.9,15.65,1434.32,20037.77,67.72,31.35,14.13,9.01,0.14698951419487982,0.5736725416922305,257.95720500000004
